applicant_id,group,age,income,history_years,dti,missed_24m,postcode_band,default_24m
18194,B,38,34100.0,3.7,0.163,0,4,0
18195,B,47,21100.0,3.2,0.544,0,4,0
18196,A,39,32600.0,24.4,0.292,0,3,0
18197,B,48,29000.0,6.7,0.276,1,4,0
18198,B,60,29600.0,1.0,0.355,1,4,0
18199,B,58,41900.0,17.6,0.038,1,5,0
18200,A,44,27100.0,6.8,0.457,2,4,1
18201,A,23,98400.0,9.8,0.113,0,2,0
18202,A,48,21300.0,11.3,0.407,0,1,0
18203,A,66,19100.0,11.9,0.313,0,2,0
18204,A,32,45900.0,5.8,0.572,0,2,1
18205,A,51,38600.0,14.2,0.206,1,1,0
18206,A,42,28600.0,2.5,0.156,0,2,0
18207,B,21,34400.0,7.7,0.326,0,4,0
18208,A,57,25700.0,6.9,0.285,0,4,0
18209,A,40,36100.0,7.8,0.281,0,2,0
18210,A,24,44200.0,6.8,0.53,0,2,0
18211,A,62,25900.0,19.3,0.346,1,3,0
18212,A,58,78100.0,6.5,0.456,1,4,0
18213,A,37,38700.0,4.4,0.383,0,2,0
18214,A,44,32300.0,3.3,0.245,1,4,0
18215,A,51,55200.0,4.9,0.371,0,3,0
18216,A,33,55300.0,9.4,0.357,0,1,0
18217,A,40,27400.0,9.0,0.454,0,3,0
18218,B,75,33400.0,5.2,0.324,1,3,0
18219,A,34,37800.0,13.3,0.484,0,2,0
18220,A,25,81800.0,5.7,0.383,1,1,0
18221,A,45,27800.0,9.5,0.221,1,1,0
18222,A,47,31700.0,9.2,0.143,1,2,0
18223,A,48,53200.0,6.5,0.283,0,2,0
18224,A,33,49400.0,4.3,0.257,0,2,0
18225,A,64,24200.0,10.6,0.31,0,2,0
18226,A,44,99400.0,3.9,0.244,1,4,0
18227,A,55,82400.0,12.2,0.185,0,1,0
18228,A,47,34600.0,6.0,0.498,0,4,0
18229,B,44,27600.0,16.8,0.437,3,4,0
18230,A,43,43200.0,14.6,0.261,1,2,0
18231,B,44,46100.0,1.0,0.371,0,4,0
18232,B,39,14200.0,6.4,0.369,1,1,1
18233,A,36,24100.0,5.8,0.342,0,3,0
18234,A,43,26100.0,6.8,0.065,1,5,0
18235,B,48,18300.0,17.6,0.055,1,4,0
18236,B,26,21600.0,8.9,0.264,1,2,0
18237,A,39,42100.0,14.2,0.357,0,4,0
18238,A,36,49100.0,7.9,0.251,0,5,0
18239,B,35,21800.0,7.8,0.315,3,4,0
18240,A,33,28200.0,7.6,0.21,3,2,0
18241,A,26,48000.0,7.6,0.289,0,1,0
18242,A,33,24900.0,8.8,0.361,0,3,0
18243,B,41,34100.0,2.2,0.393,0,3,1
18244,A,47,65400.0,19.0,0.402,0,1,0
18245,B,55,29000.0,2.7,0.253,0,5,0
18246,A,40,20100.0,2.4,0.329,0,5,0
18247,A,54,20500.0,4.2,0.217,0,1,0
18248,B,26,32700.0,0.8,0.346,2,2,0
18249,A,55,29000.0,9.1,0.405,0,2,0
18250,A,21,15200.0,7.9,0.076,0,1,1
18251,A,45,40600.0,11.3,0.39,0,1,0
18252,A,50,44500.0,9.0,0.457,1,4,0
18253,A,56,48700.0,30.0,0.196,1,3,0
18254,A,52,37000.0,2.2,0.337,1,4,0
18255,B,45,21800.0,4.3,0.281,1,1,1
18256,A,46,35900.0,9.2,0.373,0,2,0
18257,B,55,30700.0,7.1,0.388,1,3,1
18258,A,34,107600.0,9.0,0.252,1,1,0
18259,B,21,31200.0,10.6,0.351,1,5,0
18260,B,36,41800.0,9.0,0.295,1,4,0
18261,B,65,53800.0,0.3,0.455,0,4,0
18262,A,35,49700.0,5.1,0.398,1,3,0
18263,A,27,38300.0,8.5,0.42,0,1,1
18264,A,31,41800.0,6.9,0.312,0,1,0
18265,B,46,30600.0,6.0,0.376,1,2,0
18266,A,55,35900.0,5.4,0.135,0,2,0
18267,A,50,25000.0,11.2,0.13,0,2,0
18268,A,39,36800.0,9.6,0.158,0,5,1
18269,A,49,30400.0,10.4,0.415,1,2,0
18270,A,46,32500.0,10.0,0.37,0,2,0
18271,A,45,23600.0,12.6,0.578,1,3,1
18272,A,45,39200.0,6.3,0.499,1,1,1
18273,A,49,30500.0,9.3,0.209,1,2,0
18274,A,50,45200.0,9.6,0.364,1,1,0
18275,A,60,33000.0,18.0,0.11,0,1,0
18276,A,49,36700.0,6.4,0.02,0,1,0
18277,A,21,39300.0,11.9,0.304,1,3,0
18278,A,28,82800.0,10.5,0.408,0,5,0
18279,A,61,79800.0,6.1,0.179,1,5,0
18280,A,54,28900.0,2.7,0.371,0,5,0
18281,A,33,53100.0,11.2,0.43,1,2,0
18282,B,42,23300.0,1.3,0.345,1,5,1
18283,A,39,31700.0,3.5,0.455,1,1,1
18284,B,35,23200.0,7.6,0.133,0,5,0
18285,B,43,11700.0,0.8,0.385,0,5,0
18286,A,37,62000.0,24.8,0.197,0,3,0
18287,A,58,32700.0,4.9,0.411,0,1,0
18288,B,52,27000.0,16.2,0.269,0,3,0
18289,B,53,55100.0,13.4,0.248,0,3,0
18290,A,36,24300.0,10.0,0.203,0,3,0
18291,B,54,35800.0,12.6,0.577,0,5,0
18292,A,25,17200.0,4.3,0.371,0,2,1
18293,B,65,22200.0,7.9,0.153,0,5,0
18294,A,35,60200.0,9.2,0.384,1,3,0
18295,A,49,55300.0,12.3,0.36,0,2,0
18296,A,35,23300.0,5.9,0.235,2,3,0
18297,A,37,48600.0,7.6,0.296,0,3,0
18298,A,25,70300.0,6.4,0.256,1,5,0
18299,B,42,42300.0,1.4,0.206,0,5,0
18300,A,28,53600.0,3.3,0.169,0,1,0
18301,B,44,17000.0,4.7,0.239,0,5,0
18302,B,42,54700.0,6.6,0.57,0,2,0
18303,A,59,49500.0,8.2,0.203,0,2,0
18304,B,65,29300.0,8.3,0.408,2,4,0
18305,A,45,18800.0,10.9,0.34,0,2,0
18306,A,21,52800.0,8.4,0.303,0,3,0
18307,B,42,37200.0,11.1,0.078,0,3,0
18308,A,47,28100.0,10.7,0.164,0,5,0
18309,B,49,27500.0,7.7,0.268,0,4,0
18310,A,24,49800.0,8.6,0.442,0,3,0
18311,A,21,64600.0,4.5,0.24,0,2,0
18312,B,35,72900.0,1.1,0.515,0,5,0
18313,A,49,29100.0,11.1,0.252,0,3,0
18314,B,31,45400.0,8.8,0.423,1,5,0
18315,A,63,44400.0,8.2,0.27,0,2,0
18316,A,30,52200.0,12.6,0.347,0,1,0
18317,A,40,25400.0,6.9,0.335,0,2,0
18318,A,21,69800.0,8.8,0.448,0,3,0
18319,A,29,67400.0,18.9,0.178,2,2,0
18320,B,35,39700.0,3.4,0.249,0,2,0
18321,A,46,75700.0,11.5,0.21,0,2,0
18322,A,35,49500.0,11.0,0.417,0,2,0
18323,A,67,40000.0,18.1,0.342,1,2,0
18324,B,51,27800.0,9.3,0.306,0,5,0
18325,A,28,22400.0,6.9,0.252,0,1,0
18326,A,25,29400.0,8.6,0.386,1,2,0
18327,A,46,34300.0,4.9,0.394,1,4,0
18328,A,48,46500.0,5.8,0.29,0,2,0
18329,B,40,15800.0,7.1,0.447,0,4,0
18330,A,45,25800.0,8.3,0.251,1,2,0
18331,A,33,28800.0,17.5,0.306,2,1,0
18332,A,21,46800.0,10.8,0.388,0,2,0
18333,A,42,56300.0,7.1,0.298,0,2,0
18334,A,29,15300.0,6.6,0.286,1,1,1
18335,A,29,54600.0,5.8,0.113,0,2,0
18336,A,40,35200.0,4.6,0.331,0,5,0
18337,A,33,56900.0,12.4,0.237,3,1,0
18338,A,33,43200.0,11.4,0.291,1,2,0
18339,A,43,35800.0,16.4,0.341,0,3,0
18340,A,44,89400.0,5.6,0.344,1,4,0
18341,B,35,35800.0,2.2,0.221,1,4,0
18342,B,36,14600.0,2.2,0.291,0,2,0
18343,A,68,58200.0,5.7,0.414,1,2,0
18344,B,54,27800.0,1.6,0.223,0,3,0
18345,A,35,34300.0,6.1,0.232,0,1,0
18346,A,50,23000.0,11.4,0.518,0,2,0
18347,B,50,25500.0,3.6,0.201,0,5,0
18348,A,66,34000.0,6.2,0.384,0,4,0
18349,A,65,59500.0,8.5,0.276,0,4,0
18350,B,49,15200.0,14.8,0.459,1,2,0
18351,B,48,41900.0,10.0,0.194,2,4,0
18352,B,61,65200.0,2.3,0.594,2,1,1
18353,B,33,32700.0,6.6,0.294,0,3,0
18354,A,45,39600.0,5.3,0.2,0,1,1
18355,B,56,53600.0,7.6,0.415,0,2,0
18356,A,56,44400.0,8.5,0.153,0,4,0
18357,A,39,29500.0,8.4,0.466,0,2,0
18358,A,24,19400.0,16.7,0.384,0,3,1
18359,B,49,34800.0,7.6,0.32,0,4,0
18360,A,45,66100.0,12.9,0.309,0,3,0
18361,B,49,27000.0,4.3,0.458,1,4,1
18362,B,32,42200.0,10.3,0.33,0,4,0
18363,A,43,63900.0,4.2,0.307,0,1,0
18364,A,53,19500.0,11.1,0.412,1,4,0
18365,A,42,78800.0,4.7,0.494,0,1,1
18366,A,38,23400.0,12.0,0.496,0,3,1
18367,A,30,43700.0,11.6,0.383,2,2,0
18368,A,30,88400.0,9.7,0.365,1,3,0
18369,B,46,32200.0,6.1,0.313,1,3,0
18370,A,44,46000.0,9.4,0.342,1,3,0
18371,A,27,62400.0,6.9,0.341,0,5,0
18372,B,44,42800.0,4.3,0.375,0,4,0
18373,A,33,58700.0,14.2,0.317,1,1,0
18374,B,43,22000.0,4.1,0.338,0,5,0
18375,B,28,15200.0,9.3,0.671,0,3,1
18376,A,58,41600.0,7.5,0.216,1,5,0
18377,A,41,34500.0,5.6,0.262,0,1,0
18378,A,45,37400.0,23.2,0.251,0,2,0
18379,B,60,25100.0,18.8,0.125,1,5,0
18380,A,25,46900.0,13.1,0.531,0,2,0
18381,A,36,32900.0,4.7,0.512,0,1,0
18382,A,27,41400.0,7.4,0.214,1,4,0
18383,A,48,60400.0,4.9,0.339,0,1,0
18384,B,46,22500.0,1.8,0.332,1,4,0
18385,A,36,51300.0,8.9,0.24,0,3,0
18386,A,60,25800.0,8.0,0.3,0,1,0
18387,A,26,30200.0,11.2,0.228,0,5,0
18388,A,50,56000.0,4.4,0.172,0,3,0
18389,A,50,21100.0,9.8,0.419,0,1,1
18390,A,41,34200.0,10.7,0.256,0,1,0
18391,B,35,32600.0,5.5,0.128,0,4,0
18392,B,36,25300.0,8.2,0.349,0,4,0
18393,B,35,63400.0,5.8,0.485,1,5,0
18394,A,36,34800.0,5.4,0.122,0,2,0
18395,A,46,45500.0,16.2,0.406,0,1,0
18396,A,51,44400.0,13.9,0.326,0,1,0
18397,A,46,44600.0,15.5,0.218,0,1,0
18398,A,49,30100.0,15.1,0.335,0,3,0
18399,A,56,39700.0,4.1,0.299,0,2,0
18400,B,38,31300.0,3.8,0.289,0,3,0
18401,A,30,49900.0,9.6,0.122,0,1,0
18402,A,29,108900.0,2.4,0.357,0,4,1
18403,A,34,93200.0,6.0,0.289,0,4,0
18404,B,48,34500.0,4.4,0.297,0,4,0
18405,A,47,58100.0,6.0,0.462,1,2,0
18406,A,42,48500.0,13.7,0.253,1,1,0
18407,A,32,54900.0,4.2,0.117,1,1,0
18408,A,27,43700.0,13.0,0.338,0,2,0
18409,A,54,38200.0,5.6,0.43,1,1,0
18410,A,21,18400.0,17.9,0.02,1,2,0
18411,B,53,63500.0,11.2,0.341,1,3,0
18412,A,51,44800.0,9.9,0.149,0,5,0
18413,A,41,32300.0,5.6,0.477,0,2,0
18414,A,31,103800.0,2.6,0.212,3,3,0
18415,A,56,57200.0,4.8,0.282,3,2,0
18416,A,50,31100.0,6.6,0.186,0,1,0
18417,A,64,68900.0,13.8,0.188,0,5,0
18418,B,29,25500.0,5.0,0.3,1,3,0
18419,B,35,26000.0,7.6,0.539,0,5,1
18420,B,37,43300.0,12.0,0.216,0,5,0
18421,A,46,28000.0,8.7,0.428,1,2,1
18422,B,23,15800.0,5.9,0.236,1,2,0
18423,A,57,12600.0,19.6,0.348,1,3,0
18424,A,46,49700.0,6.4,0.443,0,2,0
18425,A,34,47100.0,11.7,0.399,0,1,0
18426,A,21,35000.0,6.1,0.414,0,1,0
18427,A,45,41400.0,15.0,0.071,0,3,0
18428,A,44,50400.0,19.8,0.497,0,3,0
18429,A,56,17900.0,7.8,0.279,1,2,0
18430,A,61,65100.0,5.5,0.481,0,1,1
18431,A,22,53900.0,12.3,0.358,1,4,0
18432,B,42,63800.0,10.7,0.346,1,4,0
18433,A,53,40100.0,6.3,0.4,1,1,0
18434,B,46,17000.0,3.1,0.266,3,4,0
18435,B,54,25400.0,5.0,0.185,0,3,0
18436,A,44,42000.0,7.0,0.114,0,1,0
18437,A,21,83400.0,14.9,0.209,0,2,0
18438,A,21,34300.0,4.9,0.188,0,3,0
18439,B,41,26100.0,7.0,0.283,0,4,0
18440,B,37,23800.0,7.0,0.555,0,5,0
18441,A,44,119300.0,8.2,0.348,1,4,0
18442,A,26,39000.0,11.4,0.098,0,2,0
18443,A,21,35300.0,9.6,0.202,1,2,0
18444,B,40,29100.0,7.9,0.381,1,4,0
18445,A,51,15000.0,5.0,0.297,0,1,0
18446,A,43,49400.0,8.5,0.32,1,2,0
18447,B,37,58400.0,2.6,0.541,0,3,0
18448,A,48,28200.0,29.7,0.395,0,5,0
18449,A,59,69300.0,3.5,0.159,0,1,0
18450,A,36,58000.0,10.3,0.352,2,1,0
18451,A,51,89900.0,6.2,0.169,1,2,0
18452,A,44,23400.0,9.2,0.27,0,5,0
18453,A,48,36300.0,14.2,0.347,0,4,0
18454,A,44,45900.0,8.1,0.319,1,3,1
18455,A,43,31500.0,6.2,0.393,0,3,0
18456,A,54,26800.0,7.9,0.284,0,1,0
18457,A,29,43400.0,16.5,0.18,2,2,0
18458,A,37,51500.0,6.4,0.02,1,5,0
18459,B,33,35200.0,6.9,0.326,0,2,1
18460,B,53,23600.0,3.6,0.197,1,4,0
18461,A,36,34800.0,16.4,0.267,0,5,1
18462,A,43,70300.0,5.5,0.152,0,4,0
18463,B,42,21100.0,10.8,0.194,0,4,0
18464,B,40,30500.0,4.2,0.435,1,2,0
18465,A,33,30800.0,14.1,0.183,1,1,0
18466,B,43,25800.0,5.3,0.26,0,5,0
18467,A,54,59800.0,2.7,0.26,0,3,0
18468,A,42,30100.0,15.7,0.561,1,5,0
18469,A,32,44400.0,9.0,0.503,0,3,0
18470,A,60,25800.0,10.7,0.375,0,3,0
18471,B,39,47400.0,8.9,0.521,0,5,0
18472,B,57,42100.0,1.9,0.408,0,4,0
18473,A,53,46300.0,7.8,0.407,0,1,0
18474,A,55,41400.0,3.2,0.227,2,3,0
18475,A,53,49400.0,9.0,0.222,0,3,0
18476,A,38,27600.0,6.7,0.495,0,3,1
18477,A,62,31000.0,16.4,0.513,0,1,0
18478,A,33,28000.0,5.7,0.444,2,1,1
18479,A,21,34700.0,4.1,0.295,1,1,0
18480,A,46,50700.0,10.6,0.29,1,3,1
18481,B,48,34100.0,7.4,0.153,1,2,0
18482,B,38,30300.0,5.9,0.448,0,2,0
18483,A,49,40300.0,4.9,0.434,0,2,1
18484,A,34,38600.0,5.4,0.429,0,4,0
18485,A,47,32900.0,6.2,0.242,0,2,0
18486,A,51,50100.0,10.3,0.277,0,2,0
18487,B,40,20500.0,1.5,0.443,0,5,0
18488,A,44,17900.0,6.4,0.471,0,3,0
18489,A,49,59300.0,11.8,0.267,0,1,0
18490,B,56,29400.0,10.8,0.071,0,3,0
18491,A,47,34600.0,12.7,0.24,0,5,0
18492,A,51,89600.0,11.8,0.411,0,1,0
18493,A,43,53700.0,3.1,0.305,1,1,1
18494,A,41,25400.0,4.7,0.421,0,2,0
18495,A,36,27800.0,12.7,0.168,0,2,0
18496,A,38,30800.0,9.1,0.376,0,2,0
18497,A,41,26200.0,5.1,0.261,1,2,0
18498,B,57,19800.0,3.9,0.512,1,5,1
18499,A,50,43900.0,9.7,0.4,0,1,0
18500,A,55,38800.0,7.6,0.552,0,2,1
18501,A,51,33700.0,9.2,0.143,0,3,0
18502,B,38,48300.0,8.8,0.32,0,2,0
18503,A,51,102800.0,7.5,0.047,1,2,0
18504,B,28,22700.0,8.6,0.394,0,3,0
18505,A,45,61200.0,5.5,0.478,1,3,0
18506,A,52,60800.0,5.0,0.292,0,2,0
18507,A,70,75800.0,12.4,0.374,0,1,0
18508,A,43,51800.0,11.5,0.538,1,1,0
18509,A,29,20800.0,8.5,0.399,0,5,0
18510,A,41,38800.0,10.8,0.442,0,1,0
18511,A,42,25700.0,2.5,0.291,0,3,0
18512,A,33,16700.0,6.5,0.316,0,2,0
18513,A,48,47100.0,7.7,0.593,1,1,0
18514,A,45,60400.0,4.7,0.249,0,2,0
18515,A,44,70700.0,13.4,0.208,0,1,0
18516,A,51,32300.0,4.0,0.305,0,2,0
18517,A,54,59100.0,7.3,0.366,2,4,0
18518,B,33,45600.0,9.2,0.203,0,4,0
18519,A,49,30300.0,6.1,0.296,0,1,1
18520,B,32,19600.0,6.2,0.328,2,5,0
18521,A,29,70900.0,3.8,0.156,0,3,0
18522,A,55,50300.0,5.6,0.291,0,4,0
18523,A,50,37000.0,5.4,0.431,0,4,0
18524,A,37,38300.0,4.2,0.48,0,3,0
18525,A,60,23100.0,6.6,0.238,0,1,0
18526,B,66,33100.0,10.3,0.209,1,4,0
18527,A,62,34700.0,11.3,0.159,0,3,0
18528,B,31,18300.0,1.4,0.509,0,5,1
18529,A,36,32000.0,8.5,0.427,0,4,0
18530,A,23,32200.0,2.3,0.395,1,3,1
18531,A,35,33600.0,8.0,0.278,0,2,0
18532,A,28,31000.0,21.6,0.316,0,2,0
18533,A,48,31400.0,5.3,0.586,0,2,0
18534,A,43,30700.0,8.2,0.31,0,2,0
18535,A,52,81800.0,4.6,0.195,0,2,0
18536,A,34,43600.0,3.0,0.223,0,3,0
18537,A,44,45600.0,11.0,0.122,1,1,0
18538,A,63,50200.0,2.9,0.506,0,5,0
18539,B,39,24500.0,8.0,0.561,0,4,0
18540,A,37,23000.0,4.8,0.143,2,5,0
18541,B,33,30300.0,9.0,0.444,0,3,0
18542,A,43,31700.0,5.8,0.064,0,1,0
18543,A,53,36800.0,13.7,0.254,0,3,0
18544,A,46,44300.0,9.2,0.381,0,3,0
18545,A,35,34600.0,6.7,0.6,1,2,0
18546,A,22,43300.0,4.5,0.636,0,3,1
18547,B,48,38000.0,4.4,0.351,1,4,0
18548,A,44,34400.0,5.4,0.234,0,2,0
18549,A,61,17200.0,5.7,0.182,1,1,0
18550,A,53,37600.0,3.9,0.283,0,2,0
18551,A,21,20200.0,19.5,0.449,2,2,0
18552,A,51,45800.0,4.3,0.356,0,4,0
18553,A,29,34100.0,10.8,0.336,0,4,0
18554,B,50,55500.0,8.4,0.179,0,3,0
18555,B,27,26900.0,14.1,0.319,0,4,0
18556,A,54,16400.0,1.5,0.234,0,1,0
18557,B,35,35900.0,0.5,0.308,1,3,0
18558,B,52,26000.0,7.0,0.516,0,4,0
18559,A,43,33300.0,16.7,0.02,0,1,0
18560,A,39,82100.0,3.2,0.496,0,4,0
18561,A,37,51600.0,19.2,0.383,2,4,0
18562,A,35,26000.0,3.9,0.433,0,2,0
18563,B,38,29400.0,2.0,0.459,1,1,0
18564,A,55,44900.0,11.0,0.293,0,2,0
18565,A,39,62900.0,9.1,0.403,0,2,0
18566,A,35,34600.0,13.1,0.233,2,2,0
18567,A,38,71100.0,6.0,0.294,0,3,0
18568,B,36,39000.0,3.7,0.368,0,2,0
18569,B,33,31200.0,2.1,0.423,0,5,0
18570,A,50,32100.0,5.2,0.493,0,1,0
18571,A,44,61900.0,6.2,0.39,0,2,0
18572,A,21,34200.0,3.9,0.51,0,1,1
18573,A,53,98100.0,10.7,0.423,0,2,0
18574,B,27,9900.0,4.0,0.38,0,1,0
18575,A,37,53400.0,3.5,0.259,1,3,0
18576,A,35,54100.0,6.3,0.168,0,1,0
18577,B,52,21200.0,12.1,0.093,1,4,0
18578,B,22,35900.0,6.0,0.61,1,3,0
18579,B,27,29000.0,9.9,0.369,0,4,1
18580,A,38,41100.0,13.4,0.216,0,4,0
18581,A,28,20800.0,25.5,0.389,0,5,0
18582,A,55,36100.0,11.2,0.201,0,4,0
18583,B,37,16800.0,10.6,0.607,0,4,0
18584,A,28,19900.0,12.5,0.441,0,1,0
18585,A,54,73700.0,4.2,0.495,0,4,0
18586,B,27,19200.0,2.3,0.373,0,5,1
18587,B,48,41600.0,1.6,0.351,2,4,1
18588,A,33,17800.0,6.2,0.124,0,2,0
18589,A,45,76600.0,8.2,0.341,0,4,0
18590,B,40,35900.0,5.3,0.391,1,3,1
18591,A,26,46900.0,11.6,0.294,0,5,0
18592,A,53,71600.0,4.7,0.309,1,3,0
18593,A,27,32400.0,7.4,0.443,1,2,0
18594,A,51,25900.0,15.3,0.505,0,2,0
18595,B,32,24300.0,10.7,0.379,0,4,0
18596,A,42,40500.0,28.4,0.504,0,1,0
18597,A,43,26900.0,5.9,0.039,0,3,0
18598,A,38,28700.0,8.3,0.167,0,3,0
18599,A,21,32800.0,8.7,0.146,0,1,0
18600,A,44,42200.0,7.8,0.178,0,1,0
18601,A,40,37500.0,2.4,0.249,0,1,0
18602,B,39,24900.0,3.6,0.632,2,3,1
18603,A,38,51900.0,5.6,0.167,0,4,0
18604,A,52,88000.0,13.0,0.346,1,1,0
18605,B,52,19600.0,4.2,0.521,1,4,1
18606,A,25,20600.0,11.3,0.136,0,1,0
18607,A,21,42400.0,17.7,0.061,0,3,0
18608,A,40,40100.0,6.0,0.091,1,5,0
18609,A,43,34300.0,28.0,0.355,1,1,0
18610,B,45,31600.0,8.3,0.475,2,5,0
18611,B,44,30200.0,9.3,0.185,1,3,0
18612,A,50,22200.0,9.1,0.396,0,2,0
18613,A,46,32500.0,16.7,0.314,0,3,0
18614,B,40,17400.0,4.1,0.475,0,4,0
18615,A,29,26100.0,6.5,0.481,2,1,1
18616,A,55,37000.0,7.3,0.274,0,1,0
18617,A,25,36300.0,12.0,0.418,1,4,1
18618,A,46,41400.0,8.3,0.362,0,1,0
18619,A,42,40200.0,6.8,0.531,1,4,0
18620,A,45,26600.0,18.9,0.457,0,4,0
18621,A,31,40800.0,9.4,0.185,1,3,0
18622,B,37,59300.0,8.1,0.622,1,2,0
18623,A,38,28400.0,13.1,0.556,1,1,0
18624,B,34,22000.0,4.6,0.471,0,5,0
18625,A,62,29600.0,5.0,0.407,0,3,0
18626,A,29,47900.0,16.7,0.319,1,4,0
18627,A,41,19600.0,9.3,0.573,0,2,0
18628,A,34,45400.0,8.5,0.453,1,2,1
18629,A,28,36300.0,10.5,0.106,0,3,0
18630,A,21,50600.0,1.0,0.263,0,3,0
18631,A,39,25000.0,8.1,0.246,0,1,0
18632,A,38,107900.0,17.3,0.355,0,2,0
18633,A,64,30800.0,12.4,0.307,0,3,0
18634,A,46,24600.0,7.7,0.381,0,1,1
18635,B,66,68300.0,4.4,0.16,0,5,0
18636,A,41,58400.0,7.9,0.405,0,2,0
18637,A,41,31700.0,14.5,0.407,2,5,0
18638,B,35,31000.0,12.6,0.387,1,5,0
18639,A,32,19100.0,19.5,0.233,0,1,0
18640,A,45,52100.0,7.6,0.334,0,1,0
18641,B,68,42400.0,5.6,0.227,1,5,0
18642,A,32,25700.0,8.4,0.377,1,3,1
18643,A,36,26000.0,8.6,0.269,1,2,1
18644,B,41,15500.0,4.3,0.256,0,5,0
18645,A,42,99200.0,17.0,0.293,1,1,0
18646,A,42,23300.0,8.1,0.218,0,1,0
18647,B,58,13000.0,10.0,0.562,1,2,0
18648,A,54,39700.0,4.8,0.164,0,1,0
18649,B,60,31700.0,3.1,0.504,1,5,1
18650,A,34,23600.0,7.1,0.383,2,2,1
18651,A,30,37600.0,5.7,0.372,0,1,1
18652,B,21,34400.0,3.9,0.326,1,5,1
18653,B,37,19200.0,2.0,0.064,0,3,0
18654,B,43,24300.0,2.9,0.42,0,5,0
18655,A,44,26500.0,11.0,0.497,0,3,0
18656,B,75,61600.0,3.8,0.264,0,4,0
18657,A,37,33400.0,5.3,0.111,0,1,0
18658,A,31,41800.0,10.3,0.13,0,5,0
18659,A,39,84500.0,10.1,0.517,0,4,0
18660,B,52,25400.0,5.4,0.12,1,3,0
18661,A,58,28200.0,6.8,0.054,0,1,0
18662,B,58,34200.0,21.0,0.368,2,3,0
18663,B,22,24000.0,7.7,0.263,1,2,0
18664,A,31,42200.0,6.0,0.136,1,2,0
18665,B,49,40900.0,5.1,0.398,0,3,0
18666,A,35,31300.0,23.6,0.273,1,2,0
18667,B,49,32700.0,8.0,0.253,1,4,0
18668,B,33,45300.0,5.2,0.542,0,5,0
18669,A,46,104300.0,16.0,0.37,0,1,0
18670,B,36,48100.0,14.5,0.343,0,5,0
18671,A,48,47100.0,12.9,0.311,0,4,0
18672,B,49,31200.0,0.4,0.214,0,3,0
18673,B,46,32000.0,3.1,0.224,0,5,0
18674,A,37,44000.0,30.0,0.504,0,3,0
18675,A,65,47100.0,11.2,0.34,0,4,0
18676,A,36,30400.0,7.3,0.199,1,1,0
18677,A,36,44600.0,2.7,0.39,0,2,0
18678,B,36,14700.0,5.1,0.512,1,4,0
18679,A,25,61900.0,9.9,0.261,0,4,0
18680,A,31,18700.0,8.5,0.434,1,2,0
18681,B,39,30600.0,11.0,0.297,0,3,0
18682,A,51,30800.0,10.0,0.383,0,2,0
18683,B,56,47500.0,14.5,0.351,1,4,0
18684,A,41,34000.0,11.4,0.12,0,2,0
18685,A,27,48900.0,16.1,0.097,0,4,0
18686,A,36,53600.0,13.5,0.359,0,1,0
18687,A,21,55400.0,9.6,0.096,0,1,0
18688,B,32,32600.0,0.9,0.301,1,5,0
18689,A,30,77600.0,3.3,0.502,0,2,0
18690,A,50,47600.0,6.9,0.438,0,5,0
18691,B,38,29800.0,7.2,0.372,0,4,0
18692,B,52,15000.0,6.7,0.463,0,1,0
18693,A,40,29500.0,18.3,0.422,0,3,0
18694,A,53,57600.0,11.3,0.186,0,2,0
18695,B,49,54700.0,3.5,0.15,0,3,0
18696,B,48,30500.0,2.5,0.53,1,4,1
18697,B,55,45600.0,7.2,0.375,0,1,0
18698,A,49,22700.0,6.9,0.426,0,1,1
18699,A,33,63600.0,7.7,0.191,0,3,0
18700,A,24,65000.0,6.2,0.09,1,2,0
18701,A,21,46300.0,4.9,0.41,0,1,0
18702,A,39,51500.0,3.0,0.02,1,2,0
18703,A,32,41300.0,8.6,0.374,0,1,0
18704,A,49,37600.0,10.8,0.384,2,3,1
18705,A,47,34800.0,26.5,0.383,0,2,0
18706,B,44,22500.0,3.4,0.466,0,3,1
18707,B,53,32100.0,6.4,0.484,0,2,0
18708,A,39,25200.0,13.0,0.15,0,1,0
18709,B,33,13500.0,2.3,0.256,0,5,0
18710,A,32,19300.0,3.8,0.055,0,4,0
18711,A,42,77000.0,10.5,0.162,0,2,0
18712,B,50,35000.0,5.3,0.372,0,5,0
18713,B,40,30800.0,1.1,0.288,0,2,0
18714,B,35,32100.0,7.6,0.073,0,2,0
18715,A,57,80600.0,8.7,0.124,1,5,0
18716,B,64,40700.0,6.6,0.302,1,2,0
18717,B,65,20100.0,1.3,0.369,2,4,0
18718,A,34,33700.0,10.3,0.445,0,3,0
18719,A,37,50200.0,8.2,0.377,1,4,0
18720,B,56,41300.0,3.2,0.232,1,5,0
18721,A,41,24300.0,13.5,0.063,0,1,0
18722,A,31,39000.0,8.0,0.297,0,2,0
18723,A,39,22200.0,9.1,0.104,0,3,0
18724,A,33,85700.0,17.2,0.151,0,2,0
18725,B,32,27900.0,6.1,0.392,0,5,0
18726,A,24,57700.0,7.8,0.662,0,1,0
18727,A,42,35200.0,4.2,0.296,2,4,1
18728,A,51,46600.0,16.6,0.129,1,2,0
18729,B,43,83600.0,5.7,0.255,1,4,0
18730,A,51,32800.0,10.0,0.478,1,5,0
